# ID, y
1.000000000000000000e+04,-6.600242349023130828e+01
1.000100000000000000e+04,4.514065044011541090e+02
1.000200000000000000e+04,-4.616764170602991726e+02
1.000300000000000000e+04,4.050120875372422802e+01
1.000400000000000000e+04,-1.267447224540382678e+02
1.000500000000000000e+04,-3.425345518192522150e+02
1.000600000000000000e+04,-3.965555421135885581e+02
1.000700000000000000e+04,3.355412790790885538e+02
1.000800000000000000e+04,-9.951242087062448149e+01
1.000900000000000000e+04,3.048125398062761064e+02
1.001000000000000000e+04,6.889453048978624849e+01
1.001100000000000000e+04,4.123691954559079704e+02
1.001200000000000000e+04,5.494237102476747481e+01
1.001300000000000000e+04,-1.700555075477957701e+01
1.001400000000000000e+04,-5.978499575722619284e+02
1.001500000000000000e+04,4.435022887864153063e+02
1.001600000000000000e+04,1.447744869780436829e+02
1.001700000000000000e+04,-5.741116367253803787e+01
1.001800000000000000e+04,1.343878275774630424e+02
1.001900000000000000e+04,-1.089837759891090059e+02
1.002000000000000000e+04,1.538248284250680626e+02
1.002100000000000000e+04,6.117359836022036461e+02
1.002200000000000000e+04,5.883896503384227117e+02
1.002300000000000000e+04,-1.310167999580198455e+02
1.002400000000000000e+04,-6.113562114122842672e+01
1.002500000000000000e+04,-3.742484953169733899e+02
1.002600000000000000e+04,7.415799307965457388e+01
1.002700000000000000e+04,1.374383787361040277e+02
1.002800000000000000e+04,4.200866117967905211e+02
1.002900000000000000e+04,1.967656257134450186e+02
1.003000000000000000e+04,2.684428498005332244e+02
1.003100000000000000e+04,6.384749102511099181e+02
1.003200000000000000e+04,1.273787313869180622e+02
1.003300000000000000e+04,1.349118758400773332e+00
1.003400000000000000e+04,2.271045317740743741e+01
1.003500000000000000e+04,3.422395345225658048e+02
1.003600000000000000e+04,3.077039669741729995e+02
1.003700000000000000e+04,3.481382087009415045e+02
1.003800000000000000e+04,-1.686528613073535041e+02
1.003900000000000000e+04,-2.022113090461759555e+01
1.004000000000000000e+04,-5.517499275731108810e+02
1.004100000000000000e+04,-4.299718040667428340e+02
1.004200000000000000e+04,2.618919587067431962e+02
1.004300000000000000e+04,3.898204261292214596e+02
1.004400000000000000e+04,-9.616562227356584458e+01
1.004500000000000000e+04,-2.107108012563268744e+02
1.004600000000000000e+04,2.788818687840132498e+02
1.004700000000000000e+04,-4.274533010310494774e+02
1.004800000000000000e+04,-1.729032529175695174e+02
1.004900000000000000e+04,4.672643783557854249e+02
1.005000000000000000e+04,-6.315587355874399691e+02
1.005100000000000000e+04,-3.555316593381786561e+02
1.005200000000000000e+04,1.431732755386043436e+02
1.005300000000000000e+04,6.919920259894109904e+01
1.005400000000000000e+04,2.755882739767275780e+02
1.005500000000000000e+04,-2.631886122041041176e+02
1.005600000000000000e+04,1.674983072324114346e+02
1.005700000000000000e+04,1.045778958901416900e+02
1.005800000000000000e+04,2.300700866100778796e+02
1.005900000000000000e+04,2.098802664457637945e+01
1.006000000000000000e+04,-4.822581262502326105e+00
1.006100000000000000e+04,-2.019229408106375558e+02
1.006200000000000000e+04,5.600639265657709984e+02
1.006300000000000000e+04,5.528847625244829800e+01
1.006400000000000000e+04,6.713015746918354125e+02
1.006500000000000000e+04,-4.937487382852290239e+02
1.006600000000000000e+04,-2.793530367325921020e+02
1.006700000000000000e+04,-5.371252761314632096e+01
1.006800000000000000e+04,3.796981955009760554e+02
1.006900000000000000e+04,3.150714108579841195e+02
1.007000000000000000e+04,1.691300173261425925e+02
1.007100000000000000e+04,-2.715993032690113296e+02
1.007200000000000000e+04,7.838022226750343862e+02
1.007300000000000000e+04,4.457731151554848736e+01
1.007400000000000000e+04,5.740678005457864685e+01
1.007500000000000000e+04,-1.610782741430681426e+02
1.007600000000000000e+04,-2.206695784788577441e+02
